"filename","filetype","bandwidth","profile","span","average.wavefront","RMS.wavefront","state.vector.length","groups","event.span","event.span.norm","weighted.event.span","weighted.event.span.norm","order","saturation","sat.granularity"
"2-10_phaseVariation","pnml",375,71234,76580,29.8244,30.8728,14,65,678,0.745,1050,1.15,"chain-prev","sat-loop",1
"5-10_phaseVariation","pnml",4074,6756238,7028284,125.55066,134.52321,77,677,32181,0.61733,45277,0.86856,"chain-prev","sat-like",1
"afcs_01_a","pnml",92,4235,5117,13.178,14.205,32,30,232,0.242,303,0.316,"chain","sat-loop",10
"afcs_01_b","pnml",187,12977,16275,14.5163,15.4801,114,112,889,0.069627,1057.9,0.082854,"chain","sat-like",5
"afcs_02_a","pnml",218,10371,12506,17.656,18.45,57,55,525,0.1675,654.2,0.2087,"chain","sat-like",1
"afcs_02_b","pnml",306,33023,41409,21.4403,22.7721,206,204,2393,0.056944,2516.2,0.059875,"chain-prev","sat-like",5
"afcs_03_a","pnml",353,24882,28254,23.3759,25.5045,82,80,1212,0.1848,1679,0.256,"chain","sat-like",5
"afcs_03_b","pnml",388,68096,81290,28.67729,30.19258,298,296,4639,0.052592,5620.9,0.063723,"chain-prev","sat-like",5
"afcs_04_a","pnml",379,39901,46029,29.6165,32.2014,107,105,1770,0.15754,2367.4,0.21072,"chain","sat-like",5
"afcs_05_a","pnml",530,61187,69261,33.446,36.9104,132,130,2874,0.16748,4001.6,0.2332,"chain","sat-like",5
"afcs_06_a","pnml",489,81105,93572,39.7724,43.5103,157,155,3506,0.14407,4662.1,0.19158,"chain","sat-like",5
"afcs_12_a","pnml",951,296078,336382,69.36162,76.59375,307,305,12182,0.1301,16268,0.17374,"chain-prev","sat-like",1
"afcs_24_a","pnml",1875,1133476,1271482,128.0112,142.3574,607,605,45194,0.123066,60641.6,0.16513,"chain-prev","sat-like",1
"anderson.1","dve2C",28,514,633,5.851,6.051,7,12,34,0.4,41,0.48,"bfs-prev","sat-loop",5
"anderson.2","dve2C",54,1223,1481,7.697,8.094,10,18,69,0.383,88.6,0.492,"chain-prev","sat-like",1
"anderson.3","dve2C",54,1223,1481,7.697,8.094,10,18,69,0.383,88.6,0.492,"bfs-prev","none",
"anderson.4","dve2C",87,3044,3481,10.752,11.544,13,24,115,0.369,153,0.491,"chain-prev","sat-like",1
"anderson.6","dve2C",165,10367,11532,15.722,16.856,19,36,255,0.373,354,0.518,"bfs-prev","sat-like",1
"anderson.8","dve2C",210,16752,18442,18.022,19.207,22,42,349,0.378,490,0.531,"bfs-prev","sat-like",1
"blocks.2","dve2C",197,21922,24761,27.635,28.871,14,20,232,0.829,411,1.47,"bfs-prev","sat-loop",2147483647
"blocks.3","dve2C",313,52821,58541,35.4465,36.7891,18,26,395,0.844,711,1.52,"bfs-prev","sat-loop",5
"BridgeAndVehicles-V04-P05-N02-unfolded","pnml",307,35424,39027,31.2241,33.5608,28,52,712,0.489,995.1,0.6835,"chain-prev","sat-like",1
"BridgeAndVehicles-V10-P10-N10-unfolded","pnml",1882,1351587,1392332,55.17668,56.85824,48,288,6601,0.4775,9084.9,0.65718,"bfs-prev","sat-like",5
"BridgeAndVehicles-V20-P10-N10-unfolded","pnml",3622,5018385,5143012,100.73459,104.52946,68,548,15848,0.42529,21683,0.58189,"chain-prev","sat-like",5
"BridgeAndVehicles-V20-P20-N10-unfolded","pnml",3622,5018385,5143012,100.73459,104.52946,68,548,15848,0.42529,21683,0.58189,"chain-prev","sat-like",5
"deploy_2_a","pnml",510,160688,188151,50.2674,53.5239,69,174,2804,0.23355,3627.5,0.30214,"chain","sat-loop",5
"deploy_3_a","pnml",1248,625953,735885,98.34565,111.1699,104,308,7951,0.24822,10426,0.32549,"chain-prev","sat-loop",40
"deploy_4_a","pnml",2137,1715322,1910672,128.0947,141.2273,141,475,17679,0.26396,22160,0.33087,"chain","sat-loop",5
"deploy_5_a","pnml",3068,3562699,4042489,178.8129,203.16999,180,675,32411,0.266757,41833.8,0.344311,"chain","sat-loop",20
"deploy_6_a","pnml",4364,6921888,7710911,221.99842,251.49877,221,908,56743,0.282771,72488.2,0.361235,"chain","sat-loop",1
"deploy_7_a","pnml",5871,12898639,14294347,314.16965,360.11477,264,1174,86284,0.278393,108736,0.350832,"chain","sat-like",80
"dlcsh_2_a","pnml",2627,1728643,1833071,98.558833,106.61139,188,888,32197,0.192861,45643.8,0.273408,"chain-prev","sat-loop",80
"dnawalk-01","pnml",225,22305,24337,17.648,18.778,13,82,354,0.3321,435.4,0.4084,"bfs-prev","sat-loop",2147483647
"dnawalk-02","pnml",231,26766,28367,20.416,22.124,14,84,392,0.3333,469.3,0.3991,"chain","sat-loop",1
"dnawalk-03","pnml",242,21599,23795,18.382,19.584,14,84,387,0.3291,492.4,0.4187,"chain","none",
"dnawalk-04","pnml",494,113242,122025,27.6357,28.9045,34,250,1565,0.1841,1889,0.2222,"bfs-prev","sat-loop",20
"dnawalk-05","pnml",419,122292,130977,30.1912,31.9227,34,250,1553,0.1827,1879,0.2211,"bfs-prev","sat-like",10
"dnawalk-06","pnml",510,114477,122467,23.7274,24.6043,34,250,1592,0.1873,1945,0.2288,"bfs-prev","sat-like",10
"dnawalk-07","pnml",569,136899,143781,30.3398,33.1948,34,250,1759,0.2069,2246,0.2642,"bfs-prev","sat-like",10
"dnawalk-08","pnml",758,205818,220869,39.2941,41.7897,27,260,1874,0.267,2216,0.3156,"chain-prev","sat-like",5
"dnawalk-09","pnml",744,196148,209465,37.4093,39.3978,27,260,1832,0.261,2158,0.3074,"chain-prev","sat-like",1
"dnawalk-10","pnml",774,209161,224927,40.2578,42.4921,27,260,2079,0.2962,2664,0.3795,"chain","sat-like",5
"dnawalk-11","pnml",773,204762,222048,42.0013,43.6979,27,260,1942,0.2766,2343,0.3338,"chain","sat-like",5
"dnawalk-12","pnml",926,230522,247822,37.5983,39.3443,33,312,2332,0.2265,2688.9,0.26116,"chain","sat-loop",20
"dnawalk-13","pnml",869,254075,271196,39.768,41.7927,33,312,2334,0.22669,2872.2,0.27897,"bfs-prev","sat-like",20
"dnawalk-14","pnml",942,233329,249142,35.9043,37.3418,33,312,2428,0.23582,2883,0.28001,"bfs-prev","sat-loop",20
"dnawalk-15","pnml",942,261327,279160,41.5297,43.2546,33,312,2657,0.25806,3353.6,0.32572,"chain","sat-like",20
"elevator.1","dve2C",134,7924,9042,14.657,16.036,27,38,286,0.2788,359.1,0.35,"bfs-prev","sat-like",1
"elevator.2","dve2C",117,6665,7555,15.032,16.212,24,32,262,0.341,310,0.403,"chain-prev","sat-like",1
"elevator.3","dve2C",219,18226,19677,18.387,19.946,38,52,747,0.378,984.7,0.4983,"bfs-prev","sat-like",1
"elevator.4","dve2C",177,11823,13313,16.051,17.757,36,44,499,0.315,686.7,0.4335,"bfs-prev","sat-like",1
"erk-000001","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"bfs","sat-like",1
"erk-000010","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"bfs","sat-loop",1
"erk-000100","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"chain-prev","sat-like",5
"firewire_link.2","dve2C",1516,1016738,1050063,32.10268,33.59509,35,412,3980,0.27601,4533.5,0.31439,"chain-prev","sat-like",1
"firewire_link.3","dve2C",1605,1002014,1032882,33.78263,35.06651,35,415,4549,0.31318,5251.5,0.36155,"chain-prev","sat-like",1
"firewire_link.5","dve2C",2382,2293821,2363165,40.17258,43.27789,50,610,8671,0.2843,10464,0.34307,"chain-prev","sat-like",1
"hanoi.1","dve2C",157,12569,13667,13.381,14.208,36,6,168,0.778,285,1.32,"bfs-prev","sat-loop",20
"hanoi.2","dve2C",217,24019,25545,14.158,14.923,48,6,232,0.806,402,1.39,"bfs-prev","sat-like",2147483647
"ht_d2k1p8b00","pnml",71,2427,2979,12.95,13.59,13,16,128,0.615,185,0.891,"chain-prev","sat-loop",10
"ht_d2k2p1b00","pnml",161,18490,22840,23.8495,24.8135,52,64,784,0.2356,958.2,0.2879,"chain","sat-like",1
"IBM703","pnml",269,20224,25679,10.6449,11.36919,262,284,1871,0.025145,2092.4,0.028121,"chain-prev","sat-like",10
"IBMB2S565S3960","pnml",161,19171,22392,10.27148,10.79144,273,179,1482,0.030327,1492,0.030532,"chain-prev","sat-like",5
"IOTP_c1m1p1d1","pnml",199,11935,13372,13.0528,14.2796,111,45,602,0.1205,790.6,0.1583,"chain","sat-like",5
"IOTP_c3m3p3d3","pnml",199,11935,13372,13.0528,14.2796,111,45,602,0.1205,790.6,0.1583,"chain","sat-like",5
"IOTP_c5m4p3d2","pnml",199,11935,13372,13.0528,14.2796,111,45,602,0.1205,790.6,0.1583,"bfs-prev","sat-like",5
"Kanban-10","pnml",34,777,982,5.764,6.024,16,16,53,0.207,63.4,0.248,"chain","sat-loop",5
"Kanban-20","pnml",34,777,982,5.764,6.024,16,16,53,0.207,63.4,0.248,"chain","sat-like",5
