"filename","filetype","event-span","event-span-norm","weighted-event-span","weighted-event-span-norm"
"trg_5-02-0","pnml",3277,0.048765,3563.2,0.053024
"trg_5-04-6","pnml",3277,0.048765,3563.2,0.053024
"adding.1","dve2C",12,0.4,12,0.4
"adding.2","dve2C",12,0.4,12,0.4
"adding.3","dve2C",12,0.4,12,0.4
"adding.4","dve2C",12,0.4,12,0.4
"adding.5","dve2C",12,0.4,12,0.4
"adding.6","dve2C",12,0.4,12,0.4
"anderson.1","dve2C",34,0.4,41,0.48
"anderson.2","dve2C",69,0.383,88.6,0.492
"anderson.3","dve2C",69,0.383,88.6,0.492
"anderson.4","dve2C",115,0.369,153,0.491
"anderson.5","dve2C",,,,
"anderson.6","dve2C",255,0.373,354,0.518
"anderson.7","dve2C",255,0.373,354,0.518
"anderson.8","dve2C",349,0.378,490,0.531
"at.1","dve2C",131,0.305,158,0.367
"at.2","dve2C",131,0.305,158,0.367
"at.3","dve2C",187,0.273,228,0.333
"at.4","dve2C",253,0.255,314,0.316
"at.5","dve2C",253,0.255,314,0.316
"at.6","dve2C",253,0.255,314,0.316
"at.7","dve2C",329,0.2419,413.1,0.3038
"bakery.1","dve2C",,,,
"bakery.2","dve2C",,,,
"bakery.3","dve2C",,,,
"bakery.4","dve2C",,,,
"bakery.5","dve2C",,,,
"bakery.6","dve2C",,,,
"bakery.7","dve2C",,,,
"bakery.8","dve2C",,,,
"blocks.2","dve2C",232,0.829,411,1.47
"blocks.3","dve2C",395,0.844,711,1.52
"blocks.4","dve2C",,,,
"bopdp.1","dve2C",434,0.2113,534,0.26
"bopdp.2","dve2C",295,0.1556,321.8,0.1697
"bopdp.3","dve2C",434,0.2113,534,0.26
"bridge.1","dve2C",295,0.72,442,1.08
"bridge.2","dve2C",513,0.701,751,1.03
"bridge.3","dve2C",771,0.6799,1105,0.9746
"brp.1","dve2C",,,,
"brp.2","dve2C",,,,
"brp2.1","dve2C",196,0.313,250,0.399
"brp2.2","dve2C",196,0.313,250,0.399
"brp2.3","dve2C",196,0.313,250,0.399
"brp2.4","dve2C",196,0.313,250,0.399
"brp2.5","dve2C",196,0.313,250,0.399
"brp2.6","dve2C",196,0.313,250,0.399
"brp.3","dve2C",,,,
"brp.4","dve2C",,,,
"brp.5","dve2C",,,,
"brp.6","dve2C",,,,
"cambridge.1","dve2C",517,0.5129,729.7,0.7239
"cambridge.2","dve2C",527,0.5048,738.6,0.7074
"cambridge.3","dve2C",589,0.5259,855.4,0.7638
"cambridge.4","dve2C",625,0.5073,922.5,0.7488
"cambridge.5","dve2C",1024,0.5517,1625,0.8756
"cambridge.6","dve2C",1348,0.5731,2234,0.9498
"cambridge.7","dve2C",1734,0.5749,2920,0.9682
"collision.1","dve2C",115,0.265,137,0.315
"collision.2","dve2C",115,0.265,137,0.315
"collision.3","dve2C",168,0.222,193,0.256
"collision.4","dve2C",226,0.1938,276.9,0.2375
"collision.5","dve2C",226,0.1938,276.9,0.2375
"collision.6","dve2C",291,0.1749,348,0.2091
"cyclic_scheduler.1","dve2C",216,0.1406,247,0.1608
"cyclic_scheduler.2","dve2C",132,0.22,161,0.269
"cyclic_scheduler.3","dve2C",360,0.08876,394.4,0.09724
"cyclic_scheduler.4","dve2C",246,0.1265,278.9,0.1435
"driving_phils.1","dve2C",,,,
"driving_phils.2","dve2C",,,,
"driving_phils.3","dve2C",,,,
"driving_phils.4","dve2C",,,,
"driving_phils.5","dve2C",,,,
"elevator.1","dve2C",286,0.2788,359.1,0.35
"elevator.2","dve2C",262,0.341,310,0.403
"elevator2.1","dve2C",33,0.214,35.1,0.228
"elevator2.2","dve2C",91,0.211,119,0.276
"elevator2.3","dve2C",136,0.296,143,0.312
"elevator.3","dve2C",747,0.378,984.7,0.4983
"elevator.4","dve2C",499,0.315,686.7,0.4335
"elevator.5","dve2C",,,,
"elevator_planning.1","dve2C",,,,
"elevator_planning.2","dve2C",,,,
"elevator_planning.3","dve2C",,,,
"exit.1","dve2C",376,0.3214,437.5,0.3739
"exit.2","dve2C",804,0.3226,984.7,0.3952
"exit.3","dve2C",804,0.3226,984.7,0.3952
"exit.4","dve2C",804,0.3226,984.7,0.3952
"exit.5","dve2C",1614,0.4045,2606,0.6531
"extinction.1","dve2C",538,0.1703,647.4,0.2049
"extinction.2","dve2C",923,0.1915,1273,0.2641
"extinction.3","dve2C",911,0.166,1141,0.2079
"extinction.4","dve2C",963,0.1638,1052,0.179
"firewire_link.1","dve2C",,,,
"firewire_link.2","dve2C",3980,0.27601,4533.5,0.31439
"firewire_link.3","dve2C",4549,0.31318,5251.5,0.36155
"firewire_link.4","dve2C",,,,
"firewire_link.5","dve2C",8671,0.2843,10464,0.34307
"firewire_link.6","dve2C",,,,
"firewire_link.7","dve2C",,,,
"firewire_tree.1","dve2C",,,,
"firewire_tree.2","dve2C",,,,
"firewire_tree.3","dve2C",,,,
"firewire_tree.4","dve2C",,,,
"firewire_tree.5","dve2C",,,,
"fischer.1","dve2C",48,0.316,56.5,0.372
"fischer.2","dve2C",70,0.28,84.4,0.338
"fischer.3","dve2C",126,0.243,156,0.302
"fischer.4","dve2C",160,0.233,200,0.291
"fischer.5","dve2C",160,0.233,200,0.291
"fischer.6","dve2C",198,0.224,250,0.283
"fischer.7","dve2C",198,0.224,250,0.283
"frogs.1","dve2C",,,,
"frogs.2","dve2C",,,,
"frogs.3","dve2C",,,,
"frogs.4","dve2C",,,,
"frogs.5","dve2C",,,,
"gear.1","dve2C",238,0.366,308,0.473
"gear.2","dve2C",238,0.366,308,0.473
"hanoi.1","dve2C",168,0.778,285,1.32
"hanoi.2","dve2C",232,0.806,402,1.39
"hanoi.3","dve2C",280,0.819,489,1.43
"hanoi.4","dve2C",312,0.825,547,1.45
"iprotocol.1","dve2C",175,0.217,219,0.272
"iprotocol.2","dve2C",190,0.217,245,0.28
"iprotocol.3","dve2C",220,0.2167,299.6,0.2952
"iprotocol.4","dve2C",250,0.2165,354.8,0.3072
"iprotocol.5","dve2C",280,0.2162,410.6,0.3171
"iprotocol.6","dve2C",280,0.2162,410.6,0.3171
"iprotocol.7","dve2C",310,0.216,466.8,0.3253
"krebs.1","dve2C",64,0.356,98.1,0.545
"krebs.2","dve2C",111,0.365,182,0.597
"krebs.3","dve2C",111,0.365,182,0.597
"krebs.4","dve2C",153,0.348,248,0.564
"lamport.1","dve2C",90,0.195,95.3,0.206
"lamport.2","dve2C",113,0.245,131,0.283
"lamport.3","dve2C",90,0.195,95.3,0.206
"lamport.5","dve2C",133,0.17,144,0.184
"lamport.6","dve2C",191,0.244,244,0.311
"lamport.7","dve2C",223,0.1874,260.2,0.2187
"lamport.8","dve2C",223,0.1874,260.2,0.2187
"lamport_nonatomic.1","dve2C",1035,0.3912,1285,0.4855
"lamport_nonatomic.2","dve2C",1035,0.3912,1285,0.4855
"lamport_nonatomic.3","dve2C",1035,0.3912,1285,0.4855
"lamport_nonatomic.4","dve2C",2097,0.3581,2608,0.4453
"lamport_nonatomic.5","dve2C",3606,0.32932,4448.6,0.40626
"lann.1","dve2C",94,0.232,102,0.253
"lann.2","dve2C",141,0.163,153,0.177
"lann.3","dve2C",119,0.149,129,0.161
"lann.4","dve2C",187,0.1385,201.7,0.1494
"lann.5","dve2C",213,0.1096,224.3,0.1154
"lann.6","dve2C",127,0.159,136,0.17
"lann.7","dve2C",149,0.1192,158.2,0.1265
"lann.8","dve2C",159,0.1272,167.5,0.134
"leader_election.1","dve2C",1030,0.1191,1187,0.1373
"leader_election.2","dve2C",1030,0.1191,1187,0.1373
"leader_election.3","dve2C",1402,0.10164,1608.3,0.1166
"leader_election.4","dve2C",1844,0.089449,2121.3,0.1029
"leader_election.5","dve2C",2362,0.080515,2733.3,0.093173
"leader_election.6","dve2C",2962,0.073709,3452.3,0.08591
"leader_filters.1","dve2C",172,0.273,264,0.418
"leader_filters.2","dve2C",172,0.273,264,0.418
"leader_filters.3","dve2C",238,0.259,360,0.391
"leader_filters.4","dve2C",,,,
"leader_filters.5","dve2C",361,0.2579,557.6,0.3983
"leader_filters.6","dve2C",361,0.2579,557.6,0.3983
"leader_filters.7","dve2C",468,0.26,720,0.4
"lifts.1","dve2C",1141,0.3842,1367,0.4602
"lifts.2","dve2C",1141,0.3842,1367,0.4602
"lifts.3","dve2C",1851,0.3176,2107,0.3615
"lifts.4","dve2C",1851,0.3176,2107,0.3615
"lifts.5","dve2C",1851,0.3176,2107,0.3615
"lifts.6","dve2C",2753,0.2864,3065,0.3189
"lifts.7","dve2C",2753,0.2864,3065,0.3189
"lifts.8","dve2C",2753,0.2864,3065,0.3189
"loyd.1","dve2C",,,,
"loyd.2","dve2C",,,,
"loyd.3","dve2C",,,,
"lup.1","dve2C",216,0.75,272,0.944
"lup.2","dve2C",624,0.65,787,0.82
"lup.3","dve2C",756,0.6364,955.6,0.8044
"lup.4","dve2C",900,0.625,1140,0.7917
"mcs.1","dve2C",127,0.25,162,0.319
"mcs.2","dve2C",98,0.193,114,0.225
"mcs.3","dve2C",204,0.231,268,0.304
"mcs.4","dve2C",162,0.183,204,0.23
"mcs.5","dve2C",302,0.2212,406.5,0.2978
"mcs.6","dve2C",228,0.167,285.7,0.2093
"msmie.1","dve2C",280,0.299,338,0.361
"msmie.2","dve2C",1025,0.3292,1347,0.4325
"msmie.3","dve2C",1778,0.3542,2475,0.4929
"msmie.4","dve2C",4663,0.37008,6481.5,0.5144
"needham.1","dve2C",353,0.458,493,0.641
"needham.2","dve2C",662,0.3217,742.6,0.3608
"needham.3","dve2C",827,0.3104,926.2,0.3477
"needham.4","dve2C",1324,0.3217,1506,0.3658
"peg_solitaire.1","dve2C",864,1,1630,1.89
"peg_solitaire.2","dve2C",,,,
"peg_solitaire.3","dve2C",,,,
"peg_solitaire.4","dve2C",1620,1,3120,1.926
"peg_solitaire.5","dve2C",7140,1,14000,1.961
"peg_solitaire.6","dve2C",,,,
"peterson.1","dve2C",62,0.197,68.3,0.217
"peterson.2","dve2C",62,0.197,68.3,0.217
"peterson.3","dve2C",62,0.197,68.3,0.217
"peterson.4","dve2C",96,0.171,112,0.2
"peterson.5","dve2C",96,0.171,112,0.2
"peterson.6","dve2C",96,0.171,112,0.2
"peterson.7","dve2C",136,0.155,168,0.192
"pgm_protocol.1","dve2C",3273,0.22175,4248.7,0.28786
"pgm_protocol.2","dve2C",3210,0.21926,4200,0.28689
"pgm_protocol.3","dve2C",3254,0.21868,4260.3,0.28631
"pgm_protocol.4","dve2C",3210,0.21926,4200,0.28689
"pgm_protocol.5","dve2C",3254,0.21868,4260.3,0.28631
"pgm_protocol.6","dve2C",3281,0.217,4309.9,0.28504
"pgm_protocol.7","dve2C",3220,0.2164,4238.3,0.28483
"pgm_protocol.8","dve2C",3303,0.21673,4340.5,0.28481
"phils.1","dve2C",44,0.344,50,0.391
"phils.2","dve2C",104,0.315,122,0.37
"phils.3","dve2C",68,0.236,74.3,0.258
"phils.4","dve2C",332,0.3236,421.3,0.4106
"phils.5","dve2C",140,0.1215,147.3,0.1279
"phils.6","dve2C",176,0.09778,183.5,0.1019
"phils.7","dve2C",720,0.3419,942.4,0.4475
"phils.8","dve2C",188,0.0918,195.5,0.09546
"plc.1","dve2C",,,,
"plc.2","dve2C",,,,
"plc.3","dve2C",,,,
"plc.4","dve2C",,,,
"pouring.1","dve2C",5694,0.7054,7699,0.9538
"pouring.2","dve2C",6124,0.50746,6745.1,0.55893
"production_cell.1","dve2C",,,,
"production_cell.2","dve2C",114,0.244,128,0.273
"production_cell.3","dve2C",,,,
"production_cell.4","dve2C",190,0.264,268,0.372
"production_cell.5","dve2C",,,,
"production_cell.6","dve2C",,,,
"protocols.1","dve2C",,,,
"protocols.2","dve2C",43,0.181,51.1,0.215
"protocols.3","dve2C",56,0.194,68,0.236
"protocols.4","dve2C",56,0.194,68,0.236
"protocols.5","dve2C",56,0.194,68,0.236
"public_subscribe.1","dve2C",,,,
"public_subscribe.2","dve2C",948,0.294,1200,0.3721
"public_subscribe.3","dve2C",,,,
"public_subscribe.4","dve2C",,,,
"public_subscribe.5","dve2C",1879,0.2821,2253,0.3383
"reader_writer.1","dve2C",630,0.5645,878.4,0.7871
"reader_writer.2","dve2C",959,0.5638,1314,0.7723
"reader_writer.3","dve2C",1895,0.564,2646,0.7875
"resistance.1","dve2C",,,,
"resistance.2","dve2C",,,,
"rether.1","dve2C",325,0.335,428,0.442
"rether.2","dve2C",499,0.3287,658.2,0.4336
"rether.3","dve2C",1294,0.3331,1790,0.4607
"rether.4","dve2C",1713,0.2995,2196,0.384
"rether.5","dve2C",2458,0.3352,3478,0.4743
"rether.6","dve2C",2465,0.3002,3195,0.3891
"rether.7","dve2C",3439,0.33617,4912.4,0.4802
"rushhour.1","dve2C",,,,
"rushhour.2","dve2C",,,,
"rushhour.3","dve2C",,,,
"rushhour.4","dve2C",,,,
"schedule_world.1","dve2C",333,0.582,460,0.805
"schedule_world.2","dve2C",568,0.5338,791,0.7434
"schedule_world.3","dve2C",757,0.4453,1061,0.6244
"sokoban.1","dve2C",279,0.456,538,0.878
"sokoban.2","dve2C",263,0.457,506,0.878
"sokoban.3","dve2C",859,0.4481,1698,0.8857
"sorter.1","dve2C",369,0.382,458,0.474
"sorter.2","dve2C",363,0.376,446,0.462
"sorter.3","dve2C",571,0.3786,675.7,0.4481
"sorter.4","dve2C",572,0.3793,677.6,0.4493
"sorter.5","dve2C",565,0.3747,662.6,0.4394
"synapse.1","dve2C",1473,0.5111,2016,0.6994
"synapse.2","dve2C",1707,0.5207,2356,0.7187
"synapse.3","dve2C",1941,0.5283,2696,0.7339
"synapse.4","dve2C",2175,0.5344,3037,0.7461
"synapse.5","dve2C",2454,0.5248,3458,0.7394
"synapse.6","dve2C",2998,0.5519,4200,0.7732
"synapse.7","dve2C",3403,0.5499,4768,0.7705
"szymanski.1","dve2C",,,,
"szymanski.2","dve2C",,,,
"szymanski.3","dve2C",,,,
"szymanski.4","dve2C",,,,
"szymanski.5","dve2C",,,,
"telephony.1","dve2C",,,,
"telephony.2","dve2C",,,,
"telephony.3","dve2C",,,,
"telephony.4","dve2C",,,,
"telephony.5","dve2C",,,,
"telephony.6","dve2C",,,,
"telephony.7","dve2C",,,,
"telephony.8","dve2C",,,,
