"filename","filetype","bandwidth","profile","span","average.wavefront","RMS.wavefront","state.vector.length","groups","event.span","event.span.norm","weighted.event.span","weighted.event.span.norm","order","saturation","sat.granularity"
"2D8_gradient_10x10_10","pnml",690,416815,452605,45.01069,47.83562,100,684,6432,0.094035,7565,0.1106,"chain","sat-like",1
"2D8_gradient_10x10_50","pnml",690,416815,452605,45.01069,47.83562,100,684,6432,0.094035,7565,0.1106,"chain-prev","sat-like",1
"2D8_gradient_20x20_10","pnml",1261,3808882,4068552,87.782393,92.746572,400,2964,51732,0.0436336,54005.81,0.04555146,"chain","sat-like",5
"2D8_gradient_30x30_10","pnml",1820,13356953,14274069,136.233016,143.0314,900,6844,176486,0.02865219,187325.8,0.03041201,"chain-prev","sat-like",5
"2D8_gradient_40x40_10","pnml",2680,32948755,35614414,197.0817432,209.8546478,1600,12324,432014,0.021909181,469048.75,0.023787364,"chain-prev","sat-like",20
"2D8_gradient_5x5_10","pnml",235,36030,38877,18.1947,19.0888,25,144,714,0.1983,851.7,0.2366,"chain","sat-like",1
"2D8_gradient_5x5_100","pnml",235,36030,38877,18.1947,19.0888,25,144,714,0.1983,851.7,0.2366,"bfs-prev","sat-like",1
"2D8_gradient_5x5_150","pnml",235,36030,38877,18.1947,19.0888,25,144,714,0.1983,851.7,0.2366,"bfs-prev","sat-like",1
"2D8_gradient_5x5_200","pnml",235,36030,38877,18.1947,19.0888,25,144,714,0.1983,851.7,0.2366,"bfs-prev","sat-like",1
"2D8_gradient_5x5_50","pnml",235,36030,38877,18.1947,19.0888,25,144,714,0.1983,851.7,0.2366,"bfs-prev","sat-like",1
"afcs_01_a","pnml",92,4235,5117,13.178,14.205,32,30,232,0.242,303,0.316,"chain-prev","sat-like",5
"afcs_01_b","pnml",187,12977,16275,14.5163,15.4801,114,112,889,0.069627,1057.9,0.082854,"chain","sat-like",10
"afcs_02_a","pnml",218,10371,12506,17.656,18.45,57,55,525,0.1675,654.2,0.2087,"chain","sat-like",1
"afcs_02_b","pnml",306,33023,41409,21.4403,22.7721,206,204,2393,0.056944,2516.2,0.059875,"chain-prev","sat-like",40
"afcs_03_a","pnml",353,24882,28254,23.3759,25.5045,82,80,1212,0.1848,1679,0.256,"chain","sat-like",5
"afcs_03_b","pnml",388,68096,81290,28.67729,30.19258,298,296,4639,0.052592,5620.9,0.063723,"chain-prev","sat-like",10
"afcs_04_a","pnml",379,39901,46029,29.6165,32.2014,107,105,1770,0.15754,2367.4,0.21072,"chain","sat-like",5
"afcs_05_a","pnml",530,61187,69261,33.446,36.9104,132,130,2874,0.16748,4001.6,0.2332,"chain","sat-like",5
"afcs_06_a","pnml",489,81105,93572,39.7724,43.5103,157,155,3506,0.14407,4662.1,0.19158,"chain","sat-like",5
"afcs_12_a","pnml",951,296078,336382,69.36162,76.59375,307,305,12182,0.1301,16268,0.17374,"chain-prev","sat-like",1
"afcs_24_a","pnml",1875,1133476,1271482,128.0112,142.3574,607,605,45194,0.123066,60641.6,0.16513,"chain-prev","sat-like",1
"at.1","dve2C",103,4713,5393,10.444,10.953,10,43,131,0.305,158,0.367,"chain-prev","sat-loop",5
"at.2","dve2C",103,4713,5393,10.444,10.953,10,43,131,0.305,158,0.367,"chain-prev","sat-loop",5
"at.3","dve2C",152,8773,9771,13.183,14.161,12,57,187,0.273,228,0.333,"chain-prev","sat-like",1
"at.4","dve2C",201,12098,13448,15.275,16.414,14,71,253,0.255,314,0.316,"bfs-prev","sat-like",1
"at.5","dve2C",201,12098,13448,15.275,16.414,14,71,253,0.255,314,0.316,"chain-prev","sat-like",1
"at.6","dve2C",201,12098,13448,15.275,16.414,14,71,253,0.255,314,0.316,"chain-prev","sat-like",1
"at.7","dve2C",250,16077,17771,16.697,17.841,16,85,329,0.2419,413.1,0.3038,"chain-prev","sat-like",5
"bopdp.1","dve2C",212,21150,22959,17.743,18.889,26,79,434,0.2113,534,0.26,"chain-prev","sat-like",1
"bopdp.2","dve2C",165,12604,14221,15.113,15.709,24,79,295,0.1556,321.8,0.1697,"bfs-prev","sat-like",1
"bopdp.3","dve2C",212,21150,22959,17.743,18.889,26,79,434,0.2113,534,0.26,"chain-prev","sat-loop",10
"BridgeAndVehicles-V04-P05-N02-unfolded","pnml",307,35424,39027,31.2241,33.5608,28,52,712,0.489,995.1,0.6835,"chain-prev","sat-like",1
"BridgeAndVehicles-V10-P10-N10-unfolded","pnml",1882,1351587,1392332,55.17668,56.85824,48,288,6601,0.4775,9084.9,0.65718,"chain-prev","sat-like",1
"BridgeAndVehicles-V20-P10-N10-unfolded","pnml",3622,5018385,5143012,100.73459,104.52946,68,548,15848,0.42529,21683,0.58189,"chain-prev","sat-like",5
"BridgeAndVehicles-V20-P20-N10-unfolded","pnml",3622,5018385,5143012,100.73459,104.52946,68,548,15848,0.42529,21683,0.58189,"bfs-prev","sat-like",1
"cambridge.1","dve2C",288,50373,56305,25.5187,27.0045,18,56,517,0.5129,729.7,0.7239,"chain-prev","sat-loop",10
"cambridge.2","dve2C",294,53191,59242,25.2487,26.7325,18,58,527,0.5048,738.6,0.7074,"chain-prev","sat-loop",10
"cambridge.3","dve2C",325,64188,71491,28.4665,30.0422,20,56,589,0.5259,855.4,0.7638,"chain-prev","sat-loop",10
"cambridge.4","dve2C",357,79121,87848,31.6009,33.3176,22,56,625,0.5073,922.5,0.7488,"chain-prev","none",
"cambridge.5","dve2C",560,193412,212137,45.2641,47.7662,32,58,1024,0.5517,1625,0.8756,"chain-prev","sat-loop",20
"cambridge.6","dve2C",732,327363,357291,59.4723,62.9381,42,56,1348,0.5731,2234,0.9498,"bfs-prev","sat-like",1
"cambridge.7","dve2C",940,545382,591974,72.31592,77.03024,52,58,1734,0.5749,2920,0.9682,"chain-prev","sat-like",20
"erk-000001","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"bfs","sat-like",1
"erk-000010","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"chain-prev","sat-like",1
"erk-000100","pnml",17,526,725,6.696,6.919,11,11,39,0.322,45.8,0.379,"chain-prev","sat-like",5
"fischer.1","dve2C",40,906,1040,6.984,7.354,8,19,48,0.316,56.5,0.372,"chain","sat-loop",5
"fischer.2","dve2C",60,1534,1751,9.179,9.924,10,25,70,0.28,84.4,0.338,"chain-prev","sat-like",1
"fischer.3","dve2C",100,2973,3390,9.7177,10.237,14,37,126,0.243,156,0.302,"bfs-prev","sat-like",1
"fischer.4","dve2C",120,3873,4379,9.9514,10.419,16,43,160,0.233,200,0.291,"chain-prev","sat-like",1
"fischer.5","dve2C",120,3873,4379,9.9514,10.419,16,43,160,0.233,200,0.291,"bfs-prev","sat-like",1
"fischer.6","dve2C",140,4910,5488,10.128,10.555,18,49,198,0.224,250,0.283,"chain-prev","sat-like",1
"fischer.7","dve2C",140,4910,5488,10.128,10.555,18,49,198,0.224,250,0.283,"bfs-prev","sat-like",1
"FMS-10","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain","sat-loop",10
"FMS-100","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain-prev","sat-loop",10
"FMS-2","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain","none",
"FMS-20","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain-prev","sat-loop",10
"FMS-200","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain-prev","sat-like",1
"FMS-5","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain","sat-loop",10
"FMS-50","pnml",27,736,983,5.637,5.834,22,20,70,0.159,75.7,0.172,"chain-prev","sat-loop",10
"gear.1","dve2C",183,14160,15880,15.51,16.392,13,50,238,0.366,308,0.473,"chain-prev","sat-like",1
"gear.2","dve2C",183,14160,15880,15.51,16.392,13,50,238,0.366,308,0.473,"chain-prev","sat-like",1
"ht_d2k1p8b00","pnml",71,2427,2979,12.95,13.59,13,16,128,0.615,185,0.891,"chain","sat-like",2147483647
"ht_d2k2p1b00","pnml",161,18490,22840,23.8495,24.8135,52,64,784,0.2356,958.2,0.2879,"chain","sat-like",1
"IBM703","pnml",269,20224,25679,10.6449,11.36919,262,284,1871,0.025145,2092.4,0.028121,"chain-prev","sat-like",10
"IBMB2S565S3960","pnml",161,19171,22392,10.27148,10.79144,273,179,1482,0.030327,1492,0.030532,"chain-prev","sat-like",10
"Kanban-10","pnml",34,777,982,5.764,6.024,16,16,53,0.207,63.4,0.248,"chain","sat-like",5
"Kanban-20","pnml",34,777,982,5.764,6.024,16,16,53,0.207,63.4,0.248,"chain","sat-like",5
"Kanban-5","pnml",34,777,982,5.764,6.024,16,16,53,0.207,63.4,0.248,"chain","sat-like",5
"lamport_nonatomic.1","dve2C",531,95735,100420,18.4306,19.0578,18,147,1035,0.3912,1285,0.4855,"chain-prev","sat-like",1
